thumbnail,registeredAt,id,count,title
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42681571/42681571.33273416.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42681571/42681571.33273416.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42681571/42681571.33273416"")",2023-08-27T23:00:00+09:00,sm42681571,"Dict{String, Any}(""view"" => 15014, ""like"" => 1206, ""comment"" => 744, ""mylist"" => 143)",【ARMORED CORE VI】紲星あかりの名前のない実況【A.I.VOICE実況プレイ】part01
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42733429/42733429.60967444.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42733429/42733429.60967444.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42733429/42733429.60967444"")",2023-09-08T18:00:00+09:00,sm42733429,"Dict{String, Any}(""view"" => 23702, ""like"" => 730, ""comment"" => 1542, ""mylist"" => 19)",【アーマード・コアⅥ】『アイビスシリーズ戦』近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その15
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42690445/42690445.3456326.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42690445/42690445.3456326.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42690445/42690445.3456326"")",2023-08-30T17:05:00+09:00,sm42690445,"Dict{String, Any}(""view"" => 75911, ""like"" => 1115, ""comment"" => 2636, ""mylist"" => 37)",もはやギャグ漫画レベルのミサイル弾幕を張る「バルテウス」がヤバすぎるｗ#4【アーマードコア６】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42792209/42792209.99012158.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42792209/42792209.99012158.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42792209/42792209.99012158"")",2023-09-22T19:00:00+09:00,sm42792209,"Dict{String, Any}(""view"" => 51, ""like"" => 14, ""comment"" => 6, ""mylist"" => 1)",【AC6シースパイダ―近接縛り】OИE-Sword-challenge-EX2【ソロ実況祭】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42720695/42720695.71979084.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42720695/42720695.71979084.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42720695/42720695.71979084"")",2023-09-05T17:05:00+09:00,sm42720695,"Dict{String, Any}(""view"" => 46621, ""like"" => 831, ""comment"" => 2135, ""mylist"" => 25)",スウィンバーン隊長に不意打ち誉パイルバンカーを突き刺して指導してみたｗ #7【アーマードコア６】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42726076/42726076.33994184.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42726076/42726076.33994184.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42726076/42726076.33994184"")",2023-09-06T18:00:00+09:00,sm42726076,"Dict{String, Any}(""view"" => 21076, ""like"" => 650, ""comment"" => 789, ""mylist"" => 13)",【アーマード・コアⅥ】『エンフォーサー戦』近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その13
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42718561/42718561.6214744.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42718561/42718561.6214744.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42718561/42718561.6214744"")",2023-09-06T20:00:00+09:00,sm42718561,"Dict{String, Any}(""view"" => 22713, ""like"" => 1734, ""comment"" => 591, ""mylist"" => 34)",【アーマードコア６】ナニカサレタずんちゃん＃０６【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42743532/42743532.35525552.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42743532/42743532.35525552.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42743532/42743532.35525552"")",2023-09-10T20:00:00+09:00,sm42743532,"Dict{String, Any}(""view"" => 31091, ""like"" => 1995, ""comment"" => 710, ""mylist"" => 36)",【アーマードコア６】ナニカサレタずんちゃん＃０９【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42702307/42702307.29269458.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42702307/42702307.29269458.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42702307/42702307.29269458"")",2023-09-01T18:00:00+09:00,sm42702307,"Dict{String, Any}(""view"" => 20965, ""like"" => 639, ""comment"" => 569, ""mylist"" => 14)",【アーマード・コアⅥ】近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その8
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42679601/42679601.9472329.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42679601/42679601.9472329.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42679601/42679601.9472329"")",2023-08-27T18:00:00+09:00,sm42679601,"Dict{String, Any}(""view"" => 23306, ""like"" => 784, ""comment"" => 733, ""mylist"" => 19)",【アーマード・コアⅥ】近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その3
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42679410/42679410.69252147.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42679410/42679410.69252147.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42679410/42679410.69252147"")",2023-08-27T17:05:00+09:00,sm42679410,"Dict{String, Any}(""view"" => 63195, ""like"" => 1076, ""comment"" => 2006, ""mylist"" => 36)",無敵の重装起動砲台「ジャガーノート」を撃破せよ！#2【アーマードコア６】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42726540/42726540.25796419.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42726540/42726540.25796419.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42726540/42726540.25796419"")",2023-09-06T19:00:00+09:00,sm42726540,"Dict{String, Any}(""view"" => 8985, ""like"" => 779, ""comment"" => 764, ""mylist"" => 14)",【ARMORED CORE VI】紲星あかりの名前のない実況【A.I.VOICE実況プレイ】part04
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42707883/42707883.69823538.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42707883/42707883.69823538.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42707883/42707883.69823538"")",2023-09-02T18:00:00+09:00,sm42707883,"Dict{String, Any}(""view"" => 24489, ""like"" => 691, ""comment"" => 886, ""mylist"" => 13)",【アーマード・コアⅥ】近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その9
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42744667/42744667.36638841.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42744667/42744667.36638841.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42744667/42744667.36638841"")",2023-09-10T19:54:02+09:00,sm42744667,"Dict{String, Any}(""view"" => 4742, ""like"" => 454, ""comment"" => 570, ""mylist"" => 16)",【ARMORED CORE VI】茜は闘争を求める【５】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42688990/42688990.91950557.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42688990/42688990.91950557.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42688990/42688990.91950557"")",2023-08-29T20:00:00+09:00,sm42688990,"Dict{String, Any}(""view"" => 38084, ""like"" => 2519, ""comment"" => 654, ""mylist"" => 44)",【アーマードコア６】ナニカサレタずんちゃん＃０２【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42766528/42766528.23535394.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42766528/42766528.23535394.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42766528/42766528.23535394"")",2023-09-16T10:00:00+09:00,sm42766528,"Dict{String, Any}(""view"" => 4166, ""like"" => 273, ""comment"" => 353, ""mylist"" => 9)",【アーマードコア6】アーマード・おあー part2【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42729746/42729746.58885290.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42729746/42729746.58885290.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42729746/42729746.58885290"")",2023-09-07T18:00:00+09:00,sm42729746,"Dict{String, Any}(""view"" => 19911, ""like"" => 623, ""comment"" => 965, ""mylist"" => 18)",【アーマード・コアⅥ】近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その14
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42790018/42790018.26743845.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42790018/42790018.26743845.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42790018/42790018.26743845"")",2023-09-21T21:00:00+09:00,sm42790018,"Dict{String, Any}(""view"" => 134, ""like"" => 18, ""comment"" => 8, ""mylist"" => 2)",【ARMORED CORE VI】レイヴンひまりのAC6 #25 機密情報漏洩阻止【VOICEVOX実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42771171/42771171.65188155.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42771171/42771171.65188155.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42771171/42771171.65188155"")",2023-09-17T10:00:00+09:00,sm42771171,"Dict{String, Any}(""view"" => 2093, ""like"" => 229, ""comment"" => 272, ""mylist"" => 7)",【アーマードコア6】アーマード・おあー part3【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42794028/42794028.96784079.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42794028/42794028.96784079.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42794028/42794028.96784079"")",2023-09-22T21:00:00+09:00,sm42794028,"Dict{String, Any}(""view"" => 44, ""like"" => 9, ""comment"" => 3, ""mylist"" => 2)",【ARMORED CORE VI】レイヴンひまりのAC6 #26 六文銭【VOICEVOX実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42702109/42702109.58924113.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42702109/42702109.58924113.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42702109/42702109.58924113"")",2023-09-01T17:05:00+09:00,sm42702109,"Dict{String, Any}(""view"" => 48559, ""like"" => 799, ""comment"" => 1572, ""mylist"" => 27)",スマートクリーナーに拳で挑んだ男の末路 #5【アーマードコア６】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42789561/42789561.43638387.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42789561/42789561.43638387.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42789561/42789561.43638387"")",2023-09-21T18:00:00+09:00,sm42789561,"Dict{String, Any}(""view"" => 178, ""like"" => 21, ""comment"" => 67, ""mylist"" => 2)",【アーマードコア6】エンジェル茜ちゃん「今、ルビコンに居ます！」part11【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42784617/42784617.67534274.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42784617/42784617.67534274.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42784617/42784617.67534274"")",2023-09-21T19:00:00+09:00,sm42784617,"Dict{String, Any}(""view"" => 99, ""like"" => 22, ""comment"" => 6, ""mylist"" => 1)",【AC6アリーナ近接縛り】OИE-Sword-challenge-3【ソロ実況祭】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42706156/42706156.7773911.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42706156/42706156.7773911.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42706156/42706156.7773911"")",2023-09-02T20:00:00+09:00,sm42706156,"Dict{String, Any}(""view"" => 26808, ""like"" => 2020, ""comment"" => 535, ""mylist"" => 37)",【アーマードコア６】ナニカサレタずんちゃん＃０４【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42713759/42713759.62841408.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42713759/42713759.62841408.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42713759/42713759.62841408"")",2023-09-03T18:00:00+09:00,sm42713759,"Dict{String, Any}(""view"" => 21469, ""like"" => 643, ""comment"" => 1012, ""mylist"" => 18)",【アーマード・コアⅥ】『ルビコプター再び！』近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その10
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42790955/42790955.61721325.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42790955/42790955.61721325.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42790955/42790955.61721325"")",2023-09-22T00:37:03+09:00,sm42790955,"Dict{String, Any}(""view"" => 68, ""like"" => 8, ""comment"" => 2, ""mylist"" => 0)",【Armored Core VI】アーマード・ずんだ　その８【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42695416/42695416.30552636.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42695416/42695416.30552636.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42695416/42695416.30552636"")",2023-08-31T20:00:00+09:00,sm42695416,"Dict{String, Any}(""view"" => 44888, ""like"" => 2190, ""comment"" => 710, ""mylist"" => 39)",【アーマードコア６】ナニカサレタずんちゃん＃０３【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42685840/42685840.73946136.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42685840/42685840.73946136.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42685840/42685840.73946136"")",2023-08-29T17:05:00+09:00,sm42685840,"Dict{String, Any}(""view"" => 47451, ""like"" => 861, ""comment"" => 1608, ""mylist"" => 28)",戦場の黒き死神、ブラックタニムラ号出陣！#３【アーマードコア６】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42711304/42711304.68214647.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42711304/42711304.68214647.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42711304/42711304.68214647"")",2023-09-03T17:05:00+09:00,sm42711304,"Dict{String, Any}(""view"" => 42801, ""like"" => 829, ""comment"" => 1645, ""mylist"" => 28)",殺戮回転兵器「シースパイダー」にパイルバンカーをぶちかませ！#6【アーマードコア６】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42749452/42749452.28775212.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42749452/42749452.28775212.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42749452/42749452.28775212"")",2023-09-11T22:18:02+09:00,sm42749452,"Dict{String, Any}(""view"" => 749, ""like"" => 8, ""comment"" => 4, ""mylist"" => 0)",【ACVI】オールマインドちゃん台詞差分アリーナ編
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42738307/42738307.7442733.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42738307/42738307.7442733.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42738307/42738307.7442733"")",2023-09-09T18:00:00+09:00,sm42738307,"Dict{String, Any}(""view"" => 8997, ""like"" => 816, ""comment"" => 674, ""mylist"" => 17)",【ARMORED CORE VI】紲星あかりの名前のない実況【A.I.VOICE実況プレイ】part05
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42696956/42696956.67856435.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42696956/42696956.67856435.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42696956/42696956.67856435"")",2023-08-31T18:00:00+09:00,sm42696956,"Dict{String, Any}(""view"" => 24546, ""like"" => 699, ""comment"" => 932, ""mylist"" => 19)",【アーマード・コアⅥ】『シースパイダー戦』近接攻撃縛りのアーマード・コア6爆弾魔のゆっくり実況その7
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42789467/42789467.67636725.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42789467/42789467.67636725.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42789467/42789467.67636725"")",2023-09-21T18:00:00+09:00,sm42789467,"Dict{String, Any}(""view"" => 229, ""like"" => 30, ""comment"" => 120, ""mylist"" => 3)",【ゆっくり実況】古参傭兵が往くルビコン戦記 part25【ACⅥ】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42792172/42792172.30885610.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42792172/42792172.30885610.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42792172/42792172.30885610"")",2023-09-22T06:00:00+09:00,sm42792172,"Dict{String, Any}(""view"" => 35, ""like"" => 7, ""comment"" => 3, ""mylist"" => 1)",【ACⅥ】みんなでのんびりルビコン観光#2（担当：アズマリムMk-Ⅱ（赤リム））【ソフトウェアトークリレー実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42791878/42791878.72587750.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42791878/42791878.72587750.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42791878/42791878.72587750"")",2023-09-22T18:00:00+09:00,sm42791878,"Dict{String, Any}(""view"" => 47, ""like"" => 5, ""comment"" => 12, ""mylist"" => 2)",新兵あかりイレギュラーを目指す！part17（AC6）
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42775790/42775790.63917612.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42775790/42775790.63917612.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42775790/42775790.63917612"")",2023-09-18T07:00:00+09:00,sm42775790,"Dict{String, Any}(""view"" => 4121, ""like"" => 160, ""comment"" => 308, ""mylist"" => 6)",【東北きりたん実況】ARMORED CORE Ⅵ RTA (NG any%) 2:40:16 Part 2/7 【ＡＣ６】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42641965/42641965.78145151.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42641965/42641965.78145151.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42641965/42641965.78145151"")",2023-08-18T23:20:03+09:00,sm42641965,"Dict{String, Any}(""view"" => 76814, ""like"" => 1177, ""comment"" => 1695, ""mylist"" => 321)",【渋谷の花火師】伝説の生まれる瞬間【ARMORED CORE Ⅵ】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42791413/42791413.15894271.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42791413/42791413.15894271.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42791413/42791413.15894271"")",2023-09-21T22:16:02+09:00,sm42791413,"Dict{String, Any}(""view"" => 149, ""like"" => 6, ""comment"" => 0, ""mylist"" => 2)",【AC6】Remembrance【MAD】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42736718/42736718.90579574.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42736718/42736718.90579574.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42736718/42736718.90579574"")",2023-09-09T08:00:00+09:00,sm42736718,"Dict{String, Any}(""view"" => 4619, ""like"" => 357, ""comment"" => 419, ""mylist"" => 22)",【アーマードコア6】アーマード・おあー【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42715477/42715477.62360323.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42715477/42715477.62360323.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42715477/42715477.62360323"")",2023-09-04T20:00:00+09:00,sm42715477,"Dict{String, Any}(""view"" => 28323, ""like"" => 1930, ""comment"" => 520, ""mylist"" => 40)",【アーマードコア６】ナニカサレタずんちゃん＃０５【VOICEROID実況】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42760350/42760350.68479769.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42760350/42760350.68479769.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42760350/42760350.68479769"")",2023-09-14T19:40:02+09:00,sm42760350,"Dict{String, Any}(""view"" => 7875, ""like"" => 406, ""comment"" => 604, ""mylist"" => 10)",アーマードコア6をねっとりプレイ 第12話
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42772067/42772067.90611330.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42772067/42772067.90611330.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42772067/42772067.90611330"")",2023-09-17T15:20:02+09:00,sm42772067,"Dict{String, Any}(""view"" => 3047, ""like"" => 71, ""comment"" => 173, ""mylist"" => 8)",【VOICEROID】アーマードコア6 NG Any％ RTA 2:27:54　Part1/7　(PS版)【RTA】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42737812/42737812.67368439.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42737812/42737812.67368439.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42737812/42737812.67368439"")",2023-09-09T12:45:03+09:00,sm42737812,"Dict{String, Any}(""view"" => 5396, ""like"" => 500, ""comment"" => 711, ""mylist"" => 20)",【ARMORED CORE VI】茜は闘争を求める【４】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42779873/42779873.66672845.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42779873/42779873.66672845.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42779873/42779873.66672845"")",2023-09-18T22:21:02+09:00,sm42779873,"Dict{String, Any}(""view"" => 2052, ""like"" => 60, ""comment"" => 137, ""mylist"" => 4)",アーマードコア6 NG Any% RTA 2:09:03(IGT1:55:25)　Part1/6
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42670266/42670266.51559061.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42670266/42670266.51559061.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42670266/42670266.51559061"")",2023-08-25T19:00:00+09:00,sm42670266,"Dict{String, Any}(""view"" => 22896, ""like"" => 866, ""comment"" => 888, ""mylist"" => 87)",アーマードコア6をねっとりプレイ 第01話
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42749076/42749076.83416882.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42749076/42749076.83416882.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42749076/42749076.83416882"")",2023-09-11T21:04:03+09:00,sm42749076,"Dict{String, Any}(""view"" => 13348, ""like"" => 952, ""comment"" => 568, ""mylist"" => 45)",【AC6】ゆかりさん vs アイスワーム
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42780585/42780585.80772671.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42780585/42780585.80772671.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42780585/42780585.80772671"")",2023-09-22T19:00:00+09:00,sm42780585,"Dict{String, Any}(""view"" => 32, ""like"" => 6, ""comment"" => 6, ""mylist"" => 2)",【ARMORED CORE Ⅵ】鉄の機神と足手纏い-輸送ヘリ破壊-【A.I.VOICE遊劇場？】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42699187/42699187.30412804.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42699187/42699187.30412804.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42699187/42699187.30412804"")",2023-08-31T21:31:02+09:00,sm42699187,"Dict{String, Any}(""view"" => 8730, ""like"" => 534, ""comment"" => 645, ""mylist"" => 16)",【ARMORED CORE VI】茜は闘争を求める【３】
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42715313/42715313.16632973.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42715313/42715313.16632973.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42715313/42715313.16632973"")",2023-09-03T20:30:02+09:00,sm42715313,"Dict{String, Any}(""view"" => 2184, ""like"" => 63, ""comment"" => 24, ""mylist"" => 31)",【MAD】アーマードコア6 ✕ IMAGINARY LIKE THE JUSTICE
"Dict{String, Any}(""middleUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42794533/42794533.36374273.M"", ""largeUrl"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42794533/42794533.36374273.L"", ""url"" => ""http://nicovideo.cdn.nimg.jp/thumbnails/42794533/42794533.36374273"")",2023-09-22T19:29:02+09:00,sm42794533,"Dict{String, Any}(""view"" => 31, ""like"" => 5, ""comment"" => 2, ""mylist"" => 1)",【アーマードコア６】サイボーグ戦士アーマード・コトノハ ～アイスワーム～
